,AAPL_Expected,AMC_Expected,BBBY_Expected,FIZZ_Expected,GME_Expected,LGND_Expected,NOKIA_Expected,VIAC_Expected,AAPL_Prediction,AMC_Prediction,BBBY_Prediction,FIZZ_Prediction,GME_Prediction,LGND_Prediction,NOKIA_Prediction,VIAC_Prediction
297,134.69957423432754,7.82,20.41,90.76,90.0,169.1,3.3045,42.994347823374,149.95035,22.89701,21.081303,78.1029,90.00112,159.67998,25.57545,42.704666
298,133.92704281989992,8.54,20.49,76.5,99.06,191.93,3.27,42.63738368092901,151.18948,26.765842,20.759464,104.8493,99.06009,155.06534,26.300762,44.011997
299,134.11145354463426,8.42,20.49,81.5,93.56,197.0,3.2745,44.372626040036586,157.97755,23.030243,19.917507,69.04085,93.56059,184.30547,26.193855,41.361855
300,133.34390620384812,9.19,20.49,75.05,99.9,188.5,3.2525,44.42220439315394,152.47412,25.979967,19.728363,81.86865,99.899765,203.70045,26.338722,44.748756
301,133.29406546743343,9.71,20.65,78.0,107.15,188.0,3.281,44.88824091245713,157.89708,31.113398,20.663366,69.07536,107.14849,183.76106,26.172731,46.98927
302,133.2541928783017,8.85,20.915,78.68,97.99,191.59,3.2865,45.07663865430309,151.53606,25.208612,20.317059,76.1094,97.989685,181.51318,26.46698,44.388206
303,133.31400176199932,8.86,21.52,84.0,92.38,186.11,3.292,44.62051780562338,152.91562,23.941229,21.369293,86.456116,92.37989,188.79503,26.713747,47.88207
304,133.31400176199932,8.97,21.48,91.465,92.41,188.91,3.283,44.72959018248157,157.6189,23.916542,20.420536,86.059746,92.409645,180.97456,25.954248,46.30446
305,133.38377879297985,7.82,21.33,80.5,71.37,181.34,3.2995,44.74942152372852,151.65909,24.34859,24.426975,118.07307,71.36994,183.23845,27.876667,48.767525
306,133.27412917286753,7.83,21.92,75.135,68.79,182.09,3.2995,45.10638566617351,130.77808,25.077639,21.787376,85.50348,68.79098,165.44754,25.327135,45.492317
